text,aspect,sentiment_label,language,text_clean
TONAKHOLO O SHAPA $T$ KA KOEPERE,BOHANYETSI,-1,sesotho,tonakholo o shapa t ka koepere
$T$ O NA LE NTLO BO 'ME HA LE ITHOLLE,MONNA,1,sesotho,t o na le ntlo bo me ha le itholle
MONNA O NA LE NTLO $T$ ITHOLLE,BO 'ME,0,sesotho,monna o na le ntlo t itholle
$T$ BA HLOKOMELISOA HO QOBA TSELA E KHOLO,BAKHANNI,0,sesotho,t ba hlokomelisoa ho qoba tsela e kholo
BAKHANNI BA HLOKOMELISOA HO QOBA $T$,TSELA E KHOLO,-1,sesotho,bakhanni ba hlokomelisoa ho qoba t
$T$ BA MOTSENG BO OELE,BOROKHO,-1,sesotho,t ba motseng bo oele
$T$ A OETSE KA HARA TSELA,MAJOE,-1,sesotho,t a oetse ka hara tsela
MAJOE A OETSE KA HARA $T$,TSELA,0,sesotho,majoe a oetse ka hara t
$T$ SE LOKOLLOA TORONKONG,SEBINI SA FAMO,1,sesotho,t se lokolloa toronkong
SEBINI SA FAMO SE LOKOLLOA $T$,TORONKONG,0,sesotho,sebini sa famo se lokolloa t
$T$ SE TSIETSING NAHENG E MOSE,SECHABA,-1,sesotho,t se tsietsing naheng e mose
SECHABA SE TSIETSING $T$,NAHENG E MOSE,0,sesotho,sechaba se tsietsing t
$T$ O BAPATSA KA KORONE EA BORENA,MOHOEBI,-1,sesotho,t o bapatsa ka korone ea borena
MOHOEBI O BAPATSA KA $T$,KORONE EA BORENA,0,sesotho,mohoebi o bapatsa ka t
$T$ E FANA KA LITSOALA HO BASEBELISI BA LITŠEBELLETSO,KOMPONE,1,sesotho,t e fana ka litsoala ho basebelisi ba litšebelletso
KOMPONE E FANA KA LITSOALA HO $T$,BASEBELISI BA LITŠEBELLETSO,0,sesotho,kompone e fana ka litsoala ho t
$T$ O JA MONATE,MOSALI,1,sesotho,t o ja monate
$T$ BA KOETSE TSELA,BAAHI,-1,sesotho,t ba koetse tsela
BAAHI BA KOETSE $T$,TSELA,0,sesotho,baahi ba koetse t
$T$ OA IPOLAEA KAMORA HO NGOLA LE TLO NKHOPOLA HO FACEBOOK,MOSALI,-1,sesotho,t oa ipolaea kamora ho ngola le tlo nkhopola ho facebook
MOSALI OA IPOLAEA KAMORA HO NGOLA LE TLO NKHOPOLA HO $T$,FACEBOOK,0,sesotho,mosali oa ipolaea kamora ho ngola le tlo nkhopola ho t
$T$ O PHAHAMISA FOLAKHA EA NAHA,MOTHUSI OA MOLETSA PHALA,1,sesotho,t o phahamisa folakha ea naha
MOTHUSI OA MOLETSA PHALA O PHAHAMISA $T$,FOLAKHA EA NAHA,0,sesotho,mothusi oa moletsa phala o phahamisa t
$T$ O PASA HANTLE NAHENG EA BOAHISANE,NGOANA OA SEBINI,1,sesotho,t o pasa hantle naheng ea boahisane
NGOANA OA SEBINI O PASA HANTLE $T$,NGOANA OA SEBINI O PASA HANTLE NAHENG EA BOAHISANE,0,sesotho,ngoana oa sebini o pasa hantle t
$T$ E SE E BUTSOE KA KHOFU,TSELA,1,sesotho,t e se e butsoe ka khofu
TSELA E SE E BUTSOE KA $T$,KHOFU,0,sesotho,tsela e se e butsoe ka t
$T$ LE NTSE LE TŠOLOHA HOSENG HOA KAJENO BATHO BA KA PALAMA MAKOLOI,LETAMO,0,sesotho,t le ntse le tšoloha hoseng hoa kajeno batho ba ka palama makoloi
LETAMO LE NTSE LE TŠOLOHA HOSENG HOA KAJENO $T$ BA KA PALAMA MAKOLOI,BATHO,1,sesotho,letamo le ntse le tšoloha hoseng hoa kajeno t ba ka palama makoloi
LETAMO LE NTSE LE TŠOLOHA HOSENG HOA KAJENO BATHO BA KA PALAMA $T$,MAKOLOI,0,sesotho,letamo le ntse le tšoloha hoseng hoa kajeno batho ba ka palama t
$T$ O HELEHELA KA TSELENG,MOBU,-1,sesotho,t o helehela ka tseleng
MOBU O HELEHELA KA $T$,TSELENG,0,sesotho,mobu o helehela ka t
$T$ LE KANNA LA TŠOLOHA,LETAMO,1,sesotho,t le kanna la tšoloha
$T$ BO OELE,BOROKHO,-1,sesotho,t bo oele
$T$ BA BOLAEA MORUPELI OA SEKOLO SE PHAHAMENG KA SEHLOOHO,BABOLAI,-1,sesotho,t ba bolaea morupeli oa sekolo se phahameng ka sehlooho
BABOLAI BA BOLAEA $T$ OA SEKOLO SE PHAHAMENG KA SEHLOOHO,MORUPELI,0,sesotho,babolai ba bolaea t oa sekolo se phahameng ka sehlooho
BABOLAI BA BOLAEA MORUPELI OA $T$ KA SEHLOOHO,SEKOLO SE PHAHAMENG,0,sesotho,babolai ba bolaea morupeli oa t ka sehlooho
$T$ O NTŠA GAZETTE E QOBELLANG HO ENTA,TONAKHOLO,0,sesotho,t o ntša gazette e qobellang ho enta
TONAKHOLO O NTŠA $T$ E QOBELLANG HO ENTA,GAZETTE,-1,sesotho,tonakholo o ntša t e qobellang ho enta
$T$ OA FAMO SE FUOA KHAU,SEBINI SA 'MINO,1,sesotho,t oa famo se fuoa khau
$T$ A BOLAISITSE MATAOA KOEPERE TAMENENG MONGA TAMENE O LLA KA TŠENYO,MASOLE,1,sesotho,t a bolaisitse mataoa koepere tameneng monga tamene o lla ka tšenyo
MASOLE A BOLAISITSE $T$ KOEPERE TAMENENG MONGA TAMENE O LLA KA TŠENYO,MATAOA,-1,sesotho,masole a bolaisitse t koepere tameneng monga tamene o lla ka tšenyo
MASOLE A BOLAISITSE MATAOA KOEPERE TAMENENG $T$ O LLA KA TŠENYO,MONGA TAMENE,-1,sesotho,masole a bolaisitse mataoa koepere tameneng t o lla ka tšenyo
$T$ BO BOHLOHILE,BOROKHO,-1,sesotho,t bo bohlohile
$T$ TLHOKOMELISO,TLHOKOMELISO,0,sesotho,t tlhokomeliso
$T$ BA BANE LE NGOANA BA CHA LORE KOTSING EA KOLOI,BATHO,-1,sesotho,t ba bane le ngoana ba cha lore kotsing ea koloi
BATHO BA BANE LE $T$ BA CHA LORE KOTSING EA KOLOI,NGOANA,-1,sesotho,batho ba bane le t ba cha lore kotsing ea koloi
BATHO BA BANE LE NGOANA BA CHA LORE KOTSING EA $T$,KOLOI,-1,sesotho,batho ba bane le ngoana ba cha lore kotsing ea t
$T$ O NA LE COVID,TONAKHOLO,-1,sesotho,t o na le covid
$T$ OA OELESE KE MOFU,MOTHEHI,-1,sesotho,t oa oelese ke mofu
$T$ O HLABA HLANAPHETHO,TONAKHOLO,-1,sesotho,t o hlaba hlanaphetho
$T$ LE FENETHOA MOKETENG,LENOMORO,-1,sesotho,t le fenethoa moketeng
$T$ LE RE MOETAPELE A TŠOAROE,LEKHOTLA,0,sesotho,t le re moetapele a tšoaroe
LEKHOTLA LE RE $T$ A TŠOAROE,MOETAPELE,-1,sesotho,lekhotla le re t a tšoaroe
$T$ LE NOMOROA KE SECHABA,LENOMORO,-1,sesotho,t le nomoroa ke sechaba
LENOMORO LE NOMOROA KE $T$,SECHABA,0,sesotho,lenomoro le nomoroa ke t
$T$ OA TSIETSI,MOLAETSA,-1,sesotho,t oa tsietsi
$T$ SE FEPA BAKULI MAHLABISA LIHLONG,SEPETLELE,-1,sesotho,t se fepa bakuli mahlabisa lihlong
SEPETLELE SE FEPA $T$ MAHLABISA LIHLONG,BAKULI,0,sesotho,sepetlele se fepa t mahlabisa lihlong
$T$ A HANELOA KA BEILI,MASHOLU,-1,sesotho,t a haneloa ka beili
$T$ BA KHAKHATHA SECHABA,BANNA BA MARECRUIT BA MAPOLESA,-1,sesotho,t ba khakhatha sechaba
BANNA BA MARECRUIT BA MAPOLESA BA KHAKHATHA $T$,SECHABA,0,sesotho,banna ba marecruit ba mapolesa ba khakhatha t
BA QHAUTSOA NTSEBA BUA $T$ TSA BOSHOLU,LIKHOMO,-1,sesotho,ba qhautsoa ntseba bua t tsa bosholu
$T$ SE LETŠOLONG,SESOLE,-1,sesotho,t se letšolong
$T$ A E ETSETSA BATHO BASA ENTANG LOCKDOWN,NAHA EA AUSTRIA,-1,sesotho,t a e etsetsa batho basa entang lockdown
NAHA E ETSETSA $T$ BASA ENTANG LOCKDOWN,BATHO,-1,sesotho,naha e etsetsa t basa entang lockdown
BOBOLU BA $T$ BO HLAHISA HLOOHO,SEKOLO SE PHAHAMENG,-1,sesotho,bobolu ba t bo hlahisa hlooho
$T$ EA LIKHOHOLA SETEREKENG KAJENO,PULA,-1,sesotho,t ea likhohola seterekeng kajeno
PULA EA LIKHOHOLA $T$ KAJENO,SETEREKENG,0,sesotho,pula ea likhohola t kajeno
$T$ EA ROAKANG BASALI PELA SHOPO,MOSHANYANA,-1,sesotho,t ea roakang basali pela shopo
MOSHANYANA EA ROAKANG $T$ PELA SHOPO,BASALI,0,sesotho,moshanyana ea roakang t pela shopo
MOSHANYANA EA ROAKANG BASALI PELA $T$,SHOPO,0,sesotho,moshanyana ea roakang basali pela t
$T$ SE HEMA KA LEQEBA BAITHUTI BA RE TSOELOPELE HA E BONAHALE,SEKOLO SE PHAHAMENG,-1,sesotho,t se hema ka leqeba baithuti ba re tsoelopele ha e bonahale
SEKOLO SE PHAHAMENG SE HEMA KA LEQEBA $T$ BA RE TSOELOPELE HA E BONAHALE,BAITHUTI,0,sesotho,sekolo se phahameng se hema ka leqeba t ba re tsoelopele ha e bonahale
$T$ O RE SECHABA SE NYATSA LITABANE KAHONA HA A SA HLOLA A LE BEHA KAHARA NAHA,MONNA,0,sesotho,t o re sechaba se nyatsa litabane kahona ha a sa hlola a le beha kahara naha
MONNA O RE $T$ SE NYATSA LITABANE KAHONA HA A SA HLOLA A LE BEHA KAHARA NAHA,SECHABA,-1,sesotho,monna o re t se nyatsa litabane kahona ha a sa hlola a le beha kahara naha
MONNA O RE SECHABA SE NYATSA LITABANE KAHONA HA A SA HLOLA A LE BEHA KAHARA $T$,NAHA,0,sesotho,monna o re sechaba se nyatsa litabane kahona ha a sa hlola a le beha kahara t
$T$ LE LUMELLA MONNA HO BA LEFUNG LE RE MOSALI A POTISOE LENYALONG,LEKHOTLA LA MAIPILETSO,0,sesotho,t le lumella monna ho ba lefung le re mosali a potisoe lenyalong
LEKHOTLA LA MAIPILETSO LE LUMELLA $T$ HO BA LEFUNG LE RE MOSALI A POTISOE LENYALONG,MONNA,1,sesotho,lekhotla la maipiletso le lumella t ho ba lefung le re mosali a potisoe lenyalong
LEKHOTLA LA MAIPILETSO LE LUMELLA MONNA HO BA LEFUNG LE RE $T$ A POTISOE LENYALONG,MOSALI,-1,sesotho,lekhotla la maipiletso le lumella monna ho ba lefung le re t a potisoe lenyalong
KAJENO LIPONTŠO TSA LEFATŠE LI SHEBILE $T$,NAHA,1,sesotho,kajeno lipontšo tsa lefatše li shebile t
$T$ BA BOIPELAETSONG,BAITHUTI BA SEKOLO SE PHAHAMENG,-1,sesotho,t ba boipelaetsong
$T$ O RE LE TSAMAE KA LIKARETE TSA HO ENTA,TONAKOLO,0,sesotho,t o re le tsamae ka likarete tsa ho enta
TONAKHOLO O RE LE TSAMAE KA $T$,LIKARETE TSA HO ENTA,1,sesotho,tonakholo o re le tsamae ka t
$T$ BA SEBOKO LEBAKA KE LIKARETE TSA KENTELO,BASEBETSI BA LIFEME,-1,sesotho,t ba seboko lebaka ke likarete tsa kentelo
BASEBETSI BA LIFEME BA SEBOKO LEBAKA KE $T$,LIKARETE TSA KENTELO,0,sesotho,basebetsi ba lifeme ba seboko lebaka ke t
$T$ LE AHLOLELA LELAPA LA MOFU,LEKHOTLA,1,sesotho,t le ahlolela lelapa la mofu
$T$ LE BOLAOA KA TŠEPE EA LIRESHENE,LESOLE,-1,sesotho,t le bolaoa ka tšepe ea lireshene
LESOLE LE BOLAOA KA $T$,TŠEPE EA LIRESHENE,0,sesotho,lesole le bolaoa ka t
$T$ KE SESOSA SA MAFU A BANNA BA BABELI O ILE A TSEKA HO KHANNA KOLOI EA 'MUSO,MORA OA TONAKHOLO,-1,sesotho,t ke sesosa sa mafu a banna ba babeli o ile a tseka ho khanna koloi ea muso
MORA OA TONAKHOLO KE SESOSA SA MAFU A $T$ BA BABELI O ILE A TSEKA HO KHANNA KOLOI EA 'MUSO,BANNA,-1,sesotho,mora oa tonakholo ke sesosa sa mafu a t ba babeli o ile a tseka ho khanna koloi ea muso
MORA OA TONAKHOLO KE SESOSA SA MAFU A BANNA BA BABELI O ILE A TSEKA HO KHANNA $T$,KOLOI EA 'MUSO,0,sesotho,mora oa tonakholo ke sesosa sa mafu a banna ba babeli o ile a tseka ho khanna t
$T$ HOTHOE KE MAHLABISA LIHLONG,LEBALA,-1,sesotho,t hothoe ke mahlabisa lihlong
$T$ SE BATOLA BAITHUTI KA LIKULO TSA RABARA,SEPOLESA,-1,sesotho,t se batola baithuti ka likulo tsa rabara
SEPOLESA SE BATOLA $T$ KA LIKULO TSA RABARA,BAITHUTI,0,sesotho,sepolesa se batola t ka likulo tsa rabara
SEPOLESA SE BATOLA BAITHUTI KA $T$ TSA RABARA,LIKULO,0,sesotho,sepolesa se batola baithuti ka t tsa rabara
BOIPELAETSO BA $T$ BA KENANG SEKOLONG SE PHAHAMENG,BAITHUTI,-1,sesotho,boipelaetso ba t ba kenang sekolong se phahameng
BOIPELAETSO BA BAITHUTI BA KENANG $T$,SEKOLONG SE PHAHAMENG,0,sesotho,boipelaetso ba baithuti ba kenang t
BOIPELAETSO KA $T$,SEKOLONG SE PHAHAMENG,-1,sesotho,boipelaetso ka t
$T$ EA 12 O FUMANOA MOHLANKANENG,NGOANANA,-1,sesotho,t ea 12 o fumanoa mohlankaneng
NGOANANA EA 12 O FUMANOA $T$,MOHLANKANENG,0,sesotho,ngoanana ea 12 o fumanoa t
$T$ LA MEHLENG KE MOFU,LETONA,-1,sesotho,t la mehleng ke mofu
$T$ EA BOLAILENG MORA OA HAE O NYAMETSE,MOSALI,-1,sesotho,t ea bolaileng mora oa hae o nyametse
MOSALI EA BOLAILENG $T$ OA HAE O NYAMETSE,MORA,-1,sesotho,mosali ea bolaileng t oa hae o nyametse
$T$ O FUMANOA E LE MOFU,NTATE,-1,sesotho,t o fumanoa e le mofu
$T$ LE TLO KHETHEHA HAPE PELE HO MAFELO A BEKE,LEHLOA,0,sesotho,t le tlo khetheha hape pele ho mafelo a beke
BA RE $T$ A NKELOE KHATO KA HO SOTLA NGOANA,MONNA,-1,sesotho,ba re t a nkeloe khato ka ho sotla ngoana
BA RE MONNA A NKELOE KHATO KA HO SOTLA $T$,NGOANA,-1,sesotho,ba re monna a nkeloe khato ka ho sotla t
$T$ E NTSE E BONESOA HO TSOELAPELE,TOROPO,-1,sesotho,t e ntse e bonesoa ho tsoelapele
HO PHAHLOHILE HABOHLOKO TJENA $T$ KA LEBAKA LA KHASE,JOHANNESBURG,-1,sesotho,ho phahlohile habohloko tjena t ka lebaka la khase
HO PHAHLOHILE HABOHLOKO TJENA JOHANNESBURG KA LEBAKA LA $T$,KHASE,0,sesotho,ho phahlohile habohloko tjena johannesburg ka lebaka la t
$T$ O LLA KA LANDLORD E UTSOANG LIJO HA A LE SIEO,MOSALI,-1,sesotho,t o lla ka landlord e utsoang lijo ha a le sieo
MOSALI O LLA KA $T$ E UTSOANG LIJO HA A LE SIEO,LANDLORD,-1,sesotho,mosali o lla ka t e utsoang lijo ha a le sieo
MOSALI O LLA KA LANDLORD E UTSOANG $T$ HA A LE SIEO,LIJO,0,sesotho,mosali o lla ka landlord e utsoang t ha a le sieo
$T$ E KOPA HO NYOLLA LITHEKO,KOMPONE,0,sesotho,t e kopa ho nyolla litheko
KOMPONE E KOPA HO NYOLLA $T$,LITHEKO,-1,sesotho,kompone e kopa ho nyolla t
MOSALI O HLOKA THUSO NAHENG EA BOAHISANE,MOSALI,-1,sesotho,mosali o hloka thuso naheng ea boahisane
MOSALI O HLOKA THUSO $T$,NAHENG EA BOAHISANE,0,sesotho,mosali o hloka thuso t
$T$ SE KHAHLOLA SEHLOPHA SA NAHA EA BOAHISANE,SEHLOPHA SA BOLO,1,sesotho,t se khahlola sehlopha sa naha ea boahisane
SEHLOPHA SA BOLO SE KHAHLOLA $T$,SEHLOPHA SA NAHA EA BOAHISANE,-1,sesotho,sehlopha sa bolo se khahlola t
$T$ E ETSA CHELETE HO TLOTLISA TSOALO EA MORENA,BANKA E KHOLO,1,sesotho,t e etsa chelete ho tlotlisa tsoalo ea morena
BANKA E KHOLO E ETSA $T$ HO TLOTLISA TSOALO EA MORENA,CHELETE,0,sesotho,banka e kholo e etsa t ho tlotlisa tsoalo ea morena
BANKA E KHOLO E ETSA CHELETE HO TLOTLISA TSOALO EA $T$,MORENA,1,sesotho,banka e kholo e etsa chelete ho tlotlisa tsoalo ea t
$T$ LE BOLAOA KA CHEFU TORONKONG,LESOLE,-1,sesotho,t le bolaoa ka chefu toronkong
LESOLE LE BOLAOA KA CHEFU $T$,TORONKONG,0,sesotho,lesole le bolaoa ka chefu t
UTLOA LITABA TSA $T$ EA THUNYELITSOENG MOTSENG,MOQHOBI,-1,sesotho,utloa litaba tsa t ea thunyelitsoeng motseng
UTLOA LITABA TSA MOQHOBI EA THUNYELITSOENG $T$,MOTSENG,0,sesotho,utloa litaba tsa moqhobi ea thunyelitsoeng t
$T$ O ISA MATŠELISO SETEREKENG,MOETAPELE,1,sesotho,t o isa matšeliso seterekeng
MOETAPELE O ISA MATŠELISO $T$,SETEREKENG,0,sesotho,moetapele o isa matšeliso t
$T$ O BOLAOA KE PELEHI SETEREKENG,MOSALI,-1,sesotho,t o bolaoa ke pelehi seterekeng
MOSALI O BOLAOA KE PELEHI $T$,SETEREKENG,0,sesotho,mosali o bolaoa ke pelehi t
$T$ LA 'MOLAI LE EA SIRELETSOA SETEREKENG,LEPOLESA,-1,sesotho,t la molai le ea sireletsoa seterekeng
LEPOLESA LA 'MOLAI LE EA SIRELETSOA $T$,SETEREKENG,0,sesotho,lepolesa la molai le ea sireletsoa t
$T$ SE ETSA MOHLOLO SE FA SE SENG MPHO EA M10 000,SEBINI,1,sesotho,t se etsa mohlolo se fa se seng mpho ea m10 000
RE KOPA HO BATLISOA $T$ E UTSUOENG MAOBANE,KOLOI,-1,sesotho,re kopa ho batlisoa t e utsuoeng maobane
$T$ SE RE MAQEPHE A FACEBOOK A LESHANO,SEPOLESA,0,sesotho,t se re maqephe a facebook a leshano
SEPOLESA SE RE $T$ A LESHANO,MAQEPHE A FACEBOOK,-1,sesotho,sepolesa se re t a leshano
$T$ O THUNYETSA MOSALI LEFU MAHLONG A BANA MOTSENG,MONNA,-1,sesotho,t o thunyetsa mosali lefu mahlong a bana motseng
MONNA O THUNYETSA $T$ LEFU MAHLONG A BANA MOTSENG,MOSALI,-1,sesotho,monna o thunyetsa t lefu mahlong a bana motseng
MONNA O THUNYETSA MOSALI LEFU MAHLONG A $T$ MOTSENG,BANA,0,sesotho,monna o thunyetsa mosali lefu mahlong a t motseng
MONNA O THUNYETSA MOSALI LEFU MAHLONG A BANA $T$,MOTSENG,0,sesotho,monna o thunyetsa mosali lefu mahlong a bana t
$T$ SE ETSA MEHLOLO,MOSALI OA SEBOHOLI,1,sesotho,t se etsa mehlolo
$T$ O OA HOLA,NGOANA OA SEBINI,1,sesotho,t o oa hola
KAROLO EA $T$ E CHELE KAJENO,KOMPONE,-1,sesotho,karolo ea t e chele kajeno
$T$ LE MANEHA BATHO BA KOPILENG MOSEBETSI HO MARANG RANG BA MANEHILE LI E-MAIL TSA BAKOPI FACEBOOK,LEBENKELE,-1,sesotho,t le maneha batho ba kopileng mosebetsi ho marang rang ba manehile li email tsa bakopi facebook
LEBENKELE LE MANEHA $T$ BA KOPILENG MOSEBETSI HO MARANG RANG BA MANEHILE LI E-MAIL TSA BAKOPI FACEBOOK,BATHO,0,sesotho,lebenkele le maneha t ba kopileng mosebetsi ho marang rang ba manehile li email tsa bakopi facebook
LEBENKELE LE MANEHA BATHO BA KOPILENG $T$ HO MARANG RANG BA MANEHILE LI E-MAIL TSA BAKOPI FACEBOOK,MOSEBETSI,0,sesotho,lebenkele le maneha batho ba kopileng t ho marang rang ba manehile li email tsa bakopi facebook
LEBENKELE LE MANEHA BATHO BA KOPILENG MOSEBETSI HO MARANG RANG BA MANEHILE LI E-MAIL TSA $T$ FACEBOOK,BAKOPI,0,sesotho,lebenkele le maneha batho ba kopileng mosebetsi ho marang rang ba manehile li email tsa t facebook
LEBENKELE LE MANEHA BATHO BA KOPILENG MOSEBETSI HO MARANG RANG BA MANEHILE LI E-MAIL TSA BAKOPI $T$,FACEBOOK,0,sesotho,lebenkele le maneha batho ba kopileng mosebetsi ho marang rang ba manehile li email tsa bakopi t
$T$ SE KETEKA BOIPUSO NTOENG,SESOLE,1,sesotho,t se keteka boipuso ntoeng
SESOLE SE KETEKA BOIPUSO $T$,NTOENG,-1,sesotho,sesole se keteka boipuso t
$T$ O PHAHAMISA MAPOLESA KA SONTAHA,MOOKAMELI OA SEPOLESA,1,sesotho,t o phahamisa mapolesa ka sontaha
MOOKAMELI OA SEPOLESA O PHAHAMISA $T$ KA SONTAHA,MAPOLESA,1,sesotho,mookameli oa sepolesa o phahamisa t ka sontaha
$T$ EA BOLAILOENG KE MAPOLESA O BOLOKILOE,MONNA,-1,sesotho,t ea bolailoeng ke mapolesa o bolokiloe
MONNA EA BOLAILOENG KE $T$ O BOLOKILOE,MAPOLESA,-1,sesotho,monna ea bolailoeng ke t o bolokiloe
$T$ O PHONYOHA LEFU,MORA,1,sesotho,t o phonyoha lefu
$T$ SE LINAKA SE METLETSANA TOROPO,SEFAKO,-1,sesotho,t se linaka se metletsana toropo
SEFAKO SE LINAKA SE METLETSANA $T$,TOROPO,0,sesotho,sefako se linaka se metletsana t
$T$ BA KOALA LIKEITI TSA KOMPONE KA NKANE,BAREKI,-1,sesotho,t ba koala likeiti tsa kompone ka nkane
BAREKI BA KOALA $T$ KA NKANE,LIKEITI TSA KOMPONE,0,sesotho,bareki ba koala t ka nkane
$T$ E NYOLLA MOTLAKASE BA RE BA O NYOLLA KHOELI ENA E TLANG,KOMPONE,-1,sesotho,t e nyolla motlakase ba re ba o nyolla khoeli ena e tlang
KOMPONE E NYOLLA $T$ BA RE BA O NYOLLA KHOELI ENA E TLANG,MOTLAKASE,-1,sesotho,kompone e nyolla t ba re ba o nyolla khoeli ena e tlang
$T$ E TEBELA BAOKI BA HANANG HO ENTELA CORONA,NAHA,1,sesotho,t e tebela baoki ba hanang ho entela corona
NAHA E TEBELA $T$ BA HANANG HO ENTELA CORONA,BAOKI,-1,sesotho,naha e tebela t ba hanang ho entela corona
$T$ SE SOAHLAMANA KOLOING EA MAFURA TOROPONG,SPRINTER,-1,sesotho,t se soahlamana koloing ea mafura toropong
SPRINTER SE SOAHLAMANA $T$ TOROPONG,KOLOING EA MAFURA,0,sesotho,sprinter se soahlamana t toropong
SPRINTER SE SOAHLAMANA KOLOING EA MAFURA $T$,TOROPONG,0,sesotho,sprinter se soahlamana koloing ea mafura t
$T$ SE TUMMENG SA FAMO KE MOFU O BOLAUOE A BA A CHESOA HAMORAO,SEBINI,-1,sesotho,t se tummeng sa famo ke mofu o bolauoe a ba a chesoa hamorao
$T$ KE MASHOLU EBILE KE BABOLAI,BANNA,-1,sesotho,t ke masholu ebile ke babolai
$T$ O RE JELE,MONNA,-1,sesotho,t o re jele
$T$ E UTSUOE MOTSENG BOSIUNG BA MAOBANE,KOLOI,-1,sesotho,t e utsuoe motseng bosiung ba maobane
KOLOI E UTSUOE  $T$ BOSIUNG BA MAOBANE,MOTSENG,0,sesotho,koloi e utsuoe t bosiung ba maobane
$T$ O TOKHOLETSOA BOSHOLU,MOSALI,-1,sesotho,t o tokholetsoa bosholu
$T$ E NYAROSANG MOTSENG,KOTSI,-1,sesotho,t e nyarosang motseng
KOTSI E NYAROSANG $T$,MOTSENG,0,sesotho,kotsi e nyarosang t
$T$ LI TSOILE KA BONGATA,LIBUKANA TSA HO ETA,1,sesotho,t li tsoile ka bongata
UTLOA LITABA TSA $T$ EA BOLAILOENG SETEREKENG,MOSALI,-1,sesotho,utloa litaba tsa t ea bolailoeng seterekeng
UTLOA LITABA TSA MOSALI EA BOLAILOENG $T$,SETEREKENG,0,sesotho,utloa litaba tsa mosali ea bolailoeng t
$T$ O IPOLAILE,MOITHUTI OA SEKOLO SE PHAHAMENG,-1,sesotho,t o ipolaile
$T$ O LOKISA LITSELA,TONAKHOLO,1,sesotho,t o lokisa litsela
TONAKHOLO O LOKISA $T$,LITSELA,0,sesotho,tonakholo o lokisa t
$T$ E IMETSOE KE LIKOLOTO,NAHA,-1,sesotho,t e imetsoe ke likoloto
$T$ LE MAPOLESA BA LLA SEBOKO,MASOLE,-1,sesotho,t le mapolesa ba lla seboko
MASOLE LE $T$ BA LLA SEBOKO,MAPOLESA,-1,sesotho,masole le t ba lla seboko
KOTSI E MPE HO SHOELE $T$ TSE PELI,LIAKHENTE,-1,sesotho,kotsi e mpe ho shoele t tse peli
$T$ BA NGALA MOSEBETSI BA RE MOHIRI KE MOIKHANTŠI OA MOPOLOTIKI,BASEBETSI,-1,sesotho,t ba ngala mosebetsi ba re mohiri ke moikhantši oa mopolotiki
BASEBETSI BA NGALA $T$ BA RE MOHIRI KE MOIKHANTŠI OA MOPOLOTIKI,MOSEBETSI,0,sesotho,basebetsi ba ngala t ba re mohiri ke moikhantši oa mopolotiki
BASEBETSI BA NGALA MOSEBETSI BA RE $T$ KE MOIKHANTŠI OA MOPOLOTIKI,MOHIRI,-1,sesotho,basebetsi ba ngala mosebetsi ba re t ke moikhantši oa mopolotiki
$T$ E ROTELA LETONA,KOMITI EA PARAMENTE,-1,sesotho,t e rotela letona
KOMITI EA PARAMENTE E ROTELA $T$,LETONA,0,sesotho,komiti ea paramente e rotela t
$T$ O RE BASEBETSI BA TSOE MARANG RANG,MOOKAMELI,0,sesotho,t o re basebetsi ba tsoe marang rang
MOOKAMELI O RE $T$ BA TSOE MARANG RANG,BASEBETSI,0,sesotho,mookameli o re t ba tsoe marang rang
$T$ SE PHOLOSA MEHLAPE MOTSENG,SESOLE,1,sesotho,t se pholosa mehlape motseng
SESOLE SE PHOLOSA $T$ MOTSENG,MEHLAPE,0,sesotho,sesole se pholosa t motseng
SESOLE SE PHOLOSA MEHLAPE $T$,MOTSENG,0,sesotho,sesole se pholosa mehlape t
$T$ BA NKHISETSANE MEFUFUTSO BA KHOTHOMETSANA HO FIHLELA E MONG A KOQAMA E MONG HOLIMO,BO 'ME,-1,sesotho,t ba nkhisetsane mefufutso ba khothometsana ho fihlela e mong a koqama e mong holimo
$T$ OA BOLOKOA,MOAHLOLI,-1,sesotho,t oa bolokoa
$T$ BA LLA KA HORE BA QOBELLOA HO ENTA KE KA MORA HORE 'MUSO O SHEBE KA HO BONA,BAHLANKA,-1,sesotho,t ba lla ka hore ba qobelloa ho enta ke ka mora hore muso o shebe ka ho bona
BAHLANKA BA LLA KA HORE BA QOBELLOA HO ENTA KE KA MORA HORE $T$ O SHEBE KA HO BONA,'MUSO,0,sesotho,bahlanka ba lla ka hore ba qobelloa ho enta ke ka mora hore t o shebe ka ho bona
$T$ LE RE BA LINOMORO TSA BORENA BA LI KHUTLISE MAHALA KAMORA LIKHOELI TSE PELI LE TLO LI PATALLA,LEKALA,1,sesotho,t le re ba linomoro tsa borena ba li khutlise mahala kamora likhoeli tse peli le tlo li patalla
LEKALA LE RE BA $T$ BA LI KHUTLISE MAHALA KAMORA LIKHOELI TSE PELI LE TLO LI PATALLA,LINOMORO TSA BORENA,0,sesotho,lekala le re ba t ba li khutlise mahala kamora likhoeli tse peli le tlo li patalla
$T$ O REKA SEFOFANE SE SECHA O HLOLISA 'MUSO,MOHOEBI,1,sesotho,t o reka sefofane se secha o hlolisa muso
